page_id,page_length,page_namespace,page_title
3535,58,14,'ШагIирзаби'
3536,28,0,'Чачанал'
3537,3748,0,'Чечевица'
3538,87,14,'Чачанлъи'
3539,3608,0,'Унсоколо'
3540,521,10,'User_ko-3'
3541,85,14,'User_ko'
3542,56,14,'User_ko-3'
3543,532,10,'User_ksh'
3544,86,14,'User_ksh'
3545,58,14,'User_ksh-N'
3546,512,10,'User_la-1'
3547,85,14,'User_la'
3548,56,14,'User_la-1'
3549,493,10,'User_la-2'
3550,56,14,'User_la-2'
3551,500,10,'User_la-3'
3552,56,14,'User_la-3'
3553,603,10,'User_lb-1'
3554,85,14,'User_lb'
3555,56,14,'User_lb-1'
3556,513,10,'User_li-1'
3557,85,14,'User_li'
3558,56,14,'User_li-1'
3559,548,10,'User_mk-1'
3560,85,14,'User_mk'
3561,56,14,'User_mk-1'
3562,632,10,'User_nl'
3563,85,14,'User_nl'
3564,56,14,'User_nl-N'
3565,512,10,'User_nl-1'
3566,56,14,'User_nl-1'
3567,512,10,'User_nl-2'
3568,56,14,'User_nl-2'
3569,520,10,'User_nn-2'
3570,85,14,'User_nn'
3571,56,14,'User_nn-2'
3572,503,10,'User_no'
3573,85,14,'User_no'
3574,56,14,'User_no-N'
3575,462,10,'User_no-1'
3576,56,14,'User_no-1'
3577,504,10,'User_no-2'
3578,56,14,'User_no-2'
3579,575,10,'User_pdc-1'
3580,86,14,'User_pdc'
3581,58,14,'User_pdc-1'
3582,497,10,'User_pl'
3583,85,14,'User_pl'
3584,56,14,'User_pl-N'
3585,524,10,'User_pl-1'
3586,56,14,'User_pl-1'
3587,603,10,'User_pt'
3588,85,14,'User_pt'
3589,592,10,'User_pt-1'
3590,56,14,'User_pt-N'
3591,526,10,'User_ro-1'
3592,85,14,'User_ro'
3593,56,14,'User_ro-1'
3594,555,10,'User_ru'
3595,56,14,'User_ru-N'
3596,560,10,'User_ru-1'
3597,56,14,'User_ru-1'
3598,530,10,'User_ru-2'
3599,56,14,'User_ru-2'
3600,548,10,'User_ru-4'
3601,56,14,'User_ru-4'
3602,562,10,'User_simple-2'
3603,61,14,'User_simple'
3604,34,14,'User_simple-2'
3605,500,10,'User_sk-1'
3606,56,14,'User_sk-1'
3607,492,10,'User_sl-1'
3608,85,14,'User_sl'
3609,56,14,'User_sl-1'
3610,564,10,'User_sr-1'
3611,85,14,'User_sr'
3612,56,14,'User_sr-1'
3613,515,10,'User_sv-1'
3614,85,14,'User_sv'
3615,56,14,'User_sv-1'
3616,516,10,'User_sv-2'
3617,56,14,'User_sv-2'
3618,504,10,'User_sv-3'
3619,56,14,'User_sv-3'
3620,517,10,'User_sw-1'
3621,61,14,'User_sw'
3622,56,14,'User_sw-1'
3623,634,10,'User_uk'
3624,85,14,'User_uk'
3625,56,14,'User_uk-N'
3626,573,10,'User_uk-4'
3627,56,14,'User_uk-4'
3628,527,10,'User_vi'
3629,85,14,'User_vi'
3630,56,14,'User_vi-N'
3631,831,10,'User_zh'
3632,85,14,'User_zh'
3633,56,14,'User_zh-N'
3634,614,10,'User_zh-1'
3635,56,14,'User_zh-1'
3636,585,10,'User_zh-2'
3637,56,14,'User_zh-2'
3639,73,0,'ГIумархIажи_Зиявудин_Дагъистани'
3640,14942,0,'Сасикьа_МухӀамадил_ГIабдурахIим'
3641,51,14,'Ислам'
3642,66,14,'Дин'
3643,66,14,'Исламалъул_гIалимзаби'
3644,60,14,'Адабият'
3645,792,0,'Дмитрий_Медведев'
3646,53,0,'Россия'
3647,327,0,'Рамзан_Къадиров'
3649,64662,0,'МухІамадов
3650,364,0,'Хьундасеб_Кавказалъул_федералияб_округ'
3651,111,14,'Северияб_Кавказалъул_федералияб_округ'
3652,1823,0,'Исламияб_календарь'
3653,76,14,'Исламияб_календарь'
3654,93,14,'Календарь'
3655,5956,0,'МухІаррам'
3656,54,14,'Май'
3657,55,14,'Июн'
3658,18,0,'1'
3659,24,0,'2'
3660,26,0,'3'
3661,62,14,'Математик'
3662,24,0,'4'
3663,22,0,'5'
3664,26,0,'6'
3665,26,0,'7'
3666,26,0,'8'
3667,24,0,'9'
3668,24,0,'10'
3669,579,0,'Анкьил_къоял'
3670,6052,0,'Исламалъул_аварагзаби'
3671,78,14,'Исламалъул_аварагзаби'
3672,54,14,'Аварагзаби'
3673,445,0,'Роже_Гароди'
3674,61,14,'Хъвадарухъан'
3675,23319,0,'МухІаммад'
3676,53,14,'Испания'
3678,406,0,'Зулпукъар'
3679,12148,0,'ХӀоцоса_Нажмудин'
3681,45,0,'Имам_Нажмуддин'
3682,58,14,'Тарих'
3683,68,14,'МагІарулал'
3684,65,14,'ГIелму'
3685,22,2,'Movses-bot'
3686,401,0,'Нейл_Армстронг'
3687,33,14,'Шайихзаби'
3688,3311,0,'ЛъагIалил_заманаби'
3689,65,14,'ЛъагIалил_заманаби'
3690,64433,0,'ГІалиев
3691,6797,0,'Сочи'
3692,638,0,'ХIакъикъат_(газета)'
3694,70,0,'ХIакъикъат'
3695,292,0,'Илчи_(газета)'
3697,43,0,'Расул_ХIамзатов'
3698,86,1,'Расул_ХIамзатов'
3699,7642,0,'Истамбул'
3700,54,14,'Турция'
3701,306,0,'Яшар_Кемал'
3702,108,14,'МагIарулазул_росаби'
3703,69,0,'Къудукьа_Мусалав'
3704,108,14,'Турциялъул_шагьарал'
3705,295,0,'Назим_ХӀикмет'
3706,42,14,'Турказул_шагIирзаби'
3707,30,0,'Стамбул'
3708,2637,0,'Анкара'
3709,2530,0,'Турциялъул_магӀарулал'
3710,75,14,'Турциялъул_миллатал'
3711,7453,0,'Алмахъ'
3712,445,0,'Урфа'
3713,22,0,'Шанлиурфа'
3714,22,0,'Шанлурфа'
3715,437,0,'ХинкIал'
3716,63,14,'Квенал'
3717,39,14,'МагIарулазул_квен-тIех'
3718,1707,14,'Квен-тIех'
3719,677,0,'МагIарулазул_квен-тIех'
3720,333,2,'Sasan700'
3721,3654,0,'ГIусман-хIажи_МухIамадов'
3722,1280,0,'ГӀаймакиса_Абубакар'
3723,1200,0,'Кудалиса_ХIасан'
3724,1157,0,'ГьаракӀуниса_СагӀид'
3725,1298,0,'Хьаргабиса_МухIамадбег'
3726,5847,0,'ГIаихил_Марин'
3727,8075,0,'ХъахӀабросолъа_МахӀмуд'
3728,97,14,'МагIарулазул_шагIирзаби'
3729,7421,0,'БакьагьичӀиса_ЧӀанкӀа'
3730,55,0,'БакьагьичIиса_Тажудин'
3731,1291,0,'Инхоса_ГIалихIажияв'
3732,786,0,'ЧIикIаса_МухIамад'
3733,1343,0,'Ругъжаса_Элдарилав'
3734,1261,0,'ТӀелекьа_Этил_ГӀали'
3735,1027,0,'Кьохъа_МухIамад'
3736,1085,0,'Инхелоса_Къурбан'
3737,448,0,'ЦӀадаса_ХӀамзат'
3738,949,0,'Хандакъалъул_гъазават'
3739,4544,0,'Имам_ГъазимухӀамад'
3740,3164,0,'Жамалудин_Гъазигъумукъи'
3741,65613,0,'Эрдогъан
3742,43,0,'ХIамзат_ЦIадаса'
3743,114,14,'Гуржиялъул_миллатал'
3744,1518,0,'Туркал-месхетинал'
3745,7679,0,'Таяммум'
3746,111829,0,'МагӀарулазул_кицаби_ва_абиял'
3747,81,14,'МагІарул_адабият'
3748,364,0,'ЦIумадисезул_гьаракь'
3750,48,0,'ХӀалтӀулел_чагӀи'
3751,48,0,'БагӀараб_байрахъ_(газета)'
3752,48,0,'БагӀарал_мугӀрул'
3753,48,0,'МагӀарул_большевик'
3754,48,0,'Дагъистаналъул_правда'
3756,52,0,'ЦIахурал'
3758,62,14,'Ралъадал'
3759,858,0,'Ралъад'
3760,61,0,'Хазар_ралъад'
3761,61,0,'Цольи_(газета)'
3762,198,14,'МагIарулазул_газетаби'
3763,73,14,'Тумазул_газетаби'
3764,68,14,'Тумал'
3765,171,0,'Ахихъан_(газета)'
3766,347,0,'БагIараб_цIва_(газета)'
3767,527,0,'Бакълъалалуз_нур_(газета)'
3768,60,0,'Вождасул_васиятал_(газета)'
3769,183,0,'ГодекIан_(газета)'
3770,226,0,'Гъуниб_(газета)'
3771,41,0,'ЦIияб_канлъи_(газета)'
3772,139,0,'Заман'
3773,202,0,'Заман_(магIарулазул_газета)'
3774,162,0,'Заман_(турказул_газета)'
3775,112,14,'Турказул_газетаби'
3776,227,0,'ЗахIматалъе_рецц_(газета)'
3777,238,0,'ЗахIматалъул_байрахъ_(газета)'
3778,439,0,'НасихIат_(газета)'
3779,338,0,'Росдал_захIматчи_(газета)'
3780,204,0,'Церехун_(газета)'
3781,207,0,'ЦIияб_заман_(газета)'
3782,223,0,'ЦIияб_нухдасан_(газета)'
3783,273,0,'ЦIоралъул_магIарулал_(газета)'
3784,195,0,'Чапар_(газета)'
3785,2790,0,'Абу_Айюб_аль-Ансари'
3786,8942,0,'Къуръан'
3787,56,14,'Къуръан'
3788,33,14,'АсхIабзаби'
3789,4596,0,'Сура_Ал-Бакъара'
3790,60,14,'Сураби'
3791,60,0,'НахӀли_(сура)'
3792,5020,0,'Имам_Шамил'
3793,102,14,'МагІарул_хъвадарухъаби'
3794,138,14,'Турказул_хъвадарухъаби'
3795,144,14,'Французазул_хъвадарухъаби'
3796,295,0,'ГӀазиз_Несин'
3797,219,0,'Демирташ_Жейхун'
3798,43,0,'Жейхун_Демирташ'
3799,110,14,'Турказул_адабият'
3800,73,14,'Французазул_адабият'
3801,71,14,'ХIайванал'
3802,3602,0,'Хьаргабиса_ГьитIинав_ТIалхIат'
3803,249,0,'ХӀуриет_(газета)'
3805,43,0,'ХIуриет'
3806,5238,0,'Гьигьалъа_ХIажимухIамад_ХIусейнияв'
3807,3436,0,'Хунзахъа_КӀудияв_ХӀажи'
3808,5786,0,'Сура_ТІа_Гьа'
3809,18835,0,'Аллагьасул_берцинал_цӀарал'
3810,35,14,'Аллагьасул_берцинал_цIарал'
3811,33,14,'Аллагь'
3812,11980,0,'Иман'
3813,2957,0,'Малаик'
3814,86,14,'Малаикзаби'
3815,33,14,'Гъазаватал'
3816,3312,0,'Бадруялъул_гъазават'
3817,266,0,'УхIудалъул_гъазават'
3818,6609,0,'Аллагь'
3819,9984,0,'Ислам'
3820,1879,0,'ИхӀсан'
3821,7571,0,'Шагьадат'
3822,1426,0,'Къелеса_ГIали'
3823,69,0,'Къудукьа_Мусал_МухIамад'
3824,69,0,'Къудукьа_Мусал_МухIаммад'
3825,24268,0,'Как'
3827,7484,0,'ЗакагІат'
3829,3691,0,'ХІаж'
3831,2419,0,'КІал_кквей'
3832,65,14,'ГIурул'
3833,1486,0,'Минара'
3834,67,14,'Улка'
3835,12760,0,'Сугъралъ_(росу)'
3836,2033,0,'Сугъралъ_(газета)'
3837,7400,0,'Ункъо_ахлатӀ'
3838,59,14,'ТIиб_гIелму'
3839,67,14,'XV_гIасру'
3840,67,14,'ГIасраби'
3841,64,14,'МоцIал'
3842,60,14,'Заман'
3843,64,14,'ТIабигIат'
3844,1959,2,'WikitanvirBot'
3845,34,3,'WikitanvirBot'
3846,2268,0,'ТаравихӀазул_как'
3847,33,14,'Как'
3848,5904,0,'Хурма'
3849,24,0,'Diospyros_kaki'
3850,352,0,'Хъергъу'
3851,28,0,'Accipiter_nisus'
3852,3120,0,'Ал-ХӀасибу'
3853,1463,0,'Ал-Жалилу'
3854,2495,0,'Ал-Кариму'
3855,1604,0,'Ар-Ракъибу'
3856,5575,0,'Аль-ЛатӀифу'
3857,2224,0,'Аль-Хабиру'
3858,1180,0,'Аль-ХӀалиму'
3859,2597,0,'Ал-Къайюму'
3860,935,0,'Ал-Важиду'
3861,828,0,'Ал-Мажиду_(الماجد)'
3862,211,0,'Ал-Мажиду'
3863,2638,0,'Ал-ВахӀиду'
3864,3096,0,'Аль-ГӀазиму'
3865,991,0,'Аль-Гъафуру'
3866,4609,0,'Аш-Шакуру'
3867,244,3,'Seksen_iki_yüz_kırk_beş'
3868,3166,0,'Ал-Мужибу'
3869,2644,0,'Ал-ВасигӀу'
3870,5134,0,'Ал-ХӀакиму'
3871,31,0,'Ал-Карим'
3873,31,0,'Ал-Жалил'
3874,945,0,'Ал-Мажиду_(المجيد)'
3875,31,0,'Ал-Вадуд'
3876,3431,0,'Ал-Вадуду'
3877,4273,0,'Ал-БагӀису'
3878,2012,0,'Ал-Барру'
3879,1544,0,'Ат-Таввабу'
3880,1949,0,'Ал-Мунтакъиму'
3881,1808,0,'Ал-ГӀафувву'
3882,857,0,'Ар-Раъуфу'
3883,35,0,'Ал-Латıифу'
3884,57,0,'Аль-Гъафур'
3885,6554,2,'Manumg'
3886,6956,2,'Manubot'
3887,1135,0,'ЦIоросаролъ'
3888,35,0,'Zea_mays'
3889,972,0,'Гьохъ'
3890,24,0,'Hordeum'
3891,804,0,'Огоб'
3892,22,0,'Panicum'
3893,457,0,'ТIипало'
3894,27,0,'Lens_culinaris'
3895,845,0,'Лубия'
3896,24,0,'Phaseolus_vulgaris'
3897,63,14,'РухI-чIаголъи'
3898,1381,0,'Ас-Самаду'
3899,66,14,'Интернет'
3902,129,14,'Цахуразул_росаби'
3904,281,3,'KamikazeBot'
3905,122,2,'Quentinv57/vector.js'
3907,533,0,'Озаску'
3908,36,3,'Jackie'
3911,67,2,'Tiptoety'
3912,6190,0,'ГIиракъ'
3913,3378,0,'Бакъ'
3914,4942,0,'Астрономия'
3915,60,14,'Астрономия'
3916,205,0,'Морис_Бюкай'
3918,173,14,'ГIурусазул_хъвадарухъаби'
3919,0,3,'ManFromMars'
3920,582,10,'User_ka'
3921,85,14,'User_ka'
3922,56,14,'User_ka-N'
3923,527,10,'User_fr-3'
3924,56,14,'User_fr-3'
3925,561,10,'Kullanıcı_Atatürk'
3926,522,10,'User_ca-3'
3927,56,14,'User_ca-3'
3928,498,10,'User_sk-2'
3929,56,14,'User_sk-2'
3930,10791,0,'Туркия'
3931,59,14,'2010'
3932,677,0,'2011_сон'
3933,59,14,'2011'
3935,2021,0,'Турк_мацӀ'
3936,21,2,'Wdwd'
3938,534,2,'Hydriz'
3939,126,2,'Griffinofwales/vector.js'
3940,124,2,'Silver_Spoon/vector.js'
3942,567,2,'Ainali'
3946,303,10,'User_av-3'
3947,1115,10,'User_lang'
3948,445,10,'Doc'
3949,209,10,'Doc/end'
3950,394,10,'Doc-inline'
3951,109,10,'Doc-end'
3952,444,10,'Doc/begin'
3953,592,10,'Userbox'
3954,1127,10,'Tlinks'
3955,41,14,'Википедия:БетIераб_гьумер'
3956,1098,10,'ТӀохьол_баб'
3957,456,10,'Join'
3958,3313,2,'Sasan700/БетIераб_гьумер'
3959,438,10,'Пайда_босизе'
3960,1758,10,'Ambox'
3961,161,10,'Nobots'
3962,2137,10,'ТӀасарищарал'
3963,2970,10,'ЛъикӀал'
3964,2960,10,'Гьабги_лъаларев_мун_кинав'
3965,15142,0,'Гьигьалъа_бахӀарзал-Шамилил_наибзаби'
3966,1155,10,'Гьеб_къоялъ'
3967,1278,10,'ХӀалтӀизе_анкьил'
3968,486,10,'ТӀасарищарал_сияхӀ'
3969,1739,10,'РагӀи_билълъарав'
3970,3204,10,'ТӀадехунисеб_рахъ'
3971,8394,2,'Sasan700/Хераб_гвада́р'
3973,1861,10,'Википедия_цойги_мацӀалда'
3974,814,10,'Interwiki'
3975,48,0,'Туркея'
3976,494,10,'User_tr-4'
3977,56,14,'User_tr-4'
3978,321,10,'User_ce'
3979,85,14,'User_ce'
3980,56,14,'User_ce-N'
3981,616,10,'User_ar-3'
3982,56,14,'User_ar-3'
3983,611,10,'User_az-3'
3984,56,14,'User_az-3'
3985,577,10,'User_ru-5'
3986,30,14,'User_ru-5'
3987,499,10,'User_nl-4'
3988,56,14,'User_nl-4'
3989,61,14,'User_av'
3990,30,14,'User_av-3'
3991,2226,2,'Luigi_Salvatore_Vadacchino'
3992,223,2,'Dawid_Deutschland'
3995,2384,10,'Авар_мацIалъул_алфавит'
3996,139,10,'Авар_мацIалъул_алфавит/Categories'
3997,1991,10,'Авар_мацIалъул_алфавит/Файл'
3998,514,10,'Авар_мацIалъул_алфавит/uuc'
3999,515,10,'Авар_мацIалъул_алфавит/ulc'
4000,143,0,'Ё'
4001,103,0,'Авар_мацIалъул_алфавит'
4002,213,2,'Shanel'
4003,645,2,'Oslac'
4004,10744,3,'Budelberger/Articles'
4005,146,0,'А'
4006,146,0,'Б'
4007,146,0,'В'
4008,146,0,'Г'
4009,150,0,'Гъ'
4010,150,0,'Гь'
4011,153,0,'ГӀ'
4012,146,0,'Д'
4013,146,0,'Е'
4014,146,0,'Ж'
4015,146,0,'З'
4016,146,0,'И'
4017,146,0,'Й'
4018,146,0,'К'
4019,150,0,'КК'
4020,150,0,'Къ'
4021,150,0,'Кь'
4022,224,0,'КӀ'
4023,161,0,'КӀКӀ'
4024,146,0,'Л'
4025,150,0,'Лъ'
4026,150,0,'Ль'
4027,153,0,'ЛӀ'
4028,146,0,'М'
4029,146,0,'Н'
4030,146,0,'О'
4031,146,0,'П'
4032,146,0,'Р'
4033,186,0,'С'
4034,146,0,'Т'
4035,153,0,'ТӀ'
4036,146,0,'У'
4037,146,0,'Ф'
4038,146,0,'Х'
4039,150,0,'ХХ'
4040,150,0,'Хъ'
4041,150,0,'Хь'
4042,153,0,'ХӀ'
4043,146,0,'Ц'
4044,150,0,'ЦЦ'
4045,153,0,'ЦӀ'
4046,161,0,'ЦӀЦӀ'
4047,146,0,'Ч'
4048,150,0,'ЧЧ'
4049,153,0,'ЧӀ'
4050,161,0,'ЧӀЧӀ'
4051,146,0,'Ш'
4052,146,0,'Щ'
4053,146,0,'Ъ'
4054,146,0,'Ы'
4055,146,0,'Ь'
4056,146,0,'Э'
4057,146,0,'Ю'
4058,146,0,'Я'
4059,41,14,'Авар_мацIалъул_алфавит'
4060,60,14,'Алфавитал'
4061,45,2,'221.20'
4062,6080,2,'Ripchip_Bot'
4063,560,3,'Ripchip_Bot'
4065,14,2,'Varlaam'
4068,408,2,'NKOzi'
4069,555,3,'NKOzi'
4070,418,2,'ChristianH'
4071,96,3,'82.49.43.238'
4072,224,0,'КъатӀ'
4073,36,10,'МацI+kbd'
4075,122,2,'Pmlineditor/common.js'
4076,425,10,'Mod'
4077,161,2,'EmausBot/Rand'
4078,2079,2,'Philippe_(WMF)'
4079,111,2,'Micki/common.js'
4080,86,2,'Micki'
4083,142,2,'FalconL'
4086,8700,2,'Avicennasis'
4087,84,2,'MerlIwBot'
4088,173,2,'Wayiran'
4090,55,2,'Jafeluv'
4093,113,2,'Vigorous_action'
4095,119,2,'Thehelpfulone/common.js'
4098,16,2,'Alternativ'
4099,136,2,'Løken'
4100,107,2,'Arbus'
4102,2182,2,'Christine_(WMF)'
4103,21062,2,'Beria'
4104,7533,2,'CocuBot'
4105,7713,2,'Cocu'
4106,0,3,'AGENT-007'
4107,255,2,'AGENT-007'
4109,2385,2,'Marek69'
4111,8346,2,'PixelBot'
4112,251,3,'PixelBot'
4113,121,2,'Wikitanvir/common.js'
4114,107,2,'Wikitanvir/common.css'
4115,12,2,'Vagobot'
4116,244,2,'GlobalEditBot'
4117,127,2,'Dirt_Diver'
4118,104,2,'Teles'
4119,199,2,'Vituzzu'
4120,119,2,'Reza1615/common.js'
4121,109,2,'MacMed'
4122,106,2,'Bencmq'
4125,37,3,'Crochet.david.bot'
4127,62,2,'ManFromMars'
4128,244,2,'Wangxuan8331800'
4131,51,2,'Amonet'
4132,41,3,'Amonet'
4133,362,0,'Артвин'
4134,362,0,'Абана'
4135,547,0,'Аванос'
4136,475,0,'Авджылар'
4137,377,0,'Адыяман'
4138,354,0,'Адана'
4139,398,0,'Адапазары'
4140,364,0,'Айдын'
4141,375,0,'Айранджы'
4142,386,0,'Айдынтепе'
4143,714,0,'Югалъулаб_Судан'
4144,59,14,'Югалъулаб_Судан'
4145,336,0,'Джуба'
4146,50941,0,'Киир
4147,51599,0,'Денкташ
4148,63,14,'Северияб_Кипр'
4149,77,0,'Реджеп_ТIайип_Эрдоган'
4152,40,0,'ГI'
4153,40,0,'КI'
4154,44,0,'КIКI'
4155,40,0,'ЛI'
4156,40,0,'ТI'
4157,40,0,'ХI'
4158,40,0,'ЦI'
4159,44,0,'ЦIЦI'
4160,40,0,'ЧI'
4161,44,0,'ЧIЧI'
4162,48,0,'Анцӏго'
4163,46,0,'Ичӏго'
4164,46,0,'Кӏиго'
4165,67,0,'ХIоцоса_Нажмудин'
4166,65,2,'Trijnstel'
4167,786,0,'Даргинал'
4168,756,0,'Лакал'
4169,670,0,'Табасаранал'
4170,697,0,'Агъулал'
4171,666,0,'ЛъарагІал'
4172,672,0,'Нугъаял'
4173,811,0,'Падарал'
4174,28,0,'Мичихичал'
4175,44,0,'ЦIор'
4176,53,0,'Турк_мацI'
4177,61,0,'Назим_ХIикмет'
4178,59,0,'ГIазиз_Несин'
4179,78,0,'Хунзахъа_КIудияв_ХIажи'
4180,77,0,'БакьагьичIиса_ЧIанкIа'
4181,89,0,'МагIарулазул_кицаби_ва_абиял'
4182,325,0,'Туркал'
4183,24,0,'Гуржия'
4184,32,0,'Азербайжан'
4185,72,0,'ТIелекьа_Этил_ГIали'
4186,86,0,'Аллагьасул_берцинал_цIарал'
4187,57,0,'Аль-ЛатIифу'
4188,57,0,'Аль-ХIалиму'
4189,57,0,'Аль-ГIазиму'
4190,55,0,'Ал-ХIасибу'
4191,55,0,'Ал-ВасигIу'
4192,55,0,'Ал-ХIакиму'
4193,55,0,'Ал-БагIису'
4194,55,0,'Ал-ВахIиду'
4195,57,0,'Ал-ГIафувву'
4196,105,0,'Гьигьалъа_бахIарзал-Шамилил_наибзаби'
4197,54,0,'МухIаммад_авараг'
4198,80,10,'ХІалтІизе_анкьил'
4199,28,0,'Дахмада_жамагIат'
4200,72,0,'Закам_(КахIиб_район)'
4201,95,10,'Википедия_цойги_мацIазда'
4202,57,0,'КахIиб_район'
4203,80,10,'РагІи_билълъарав'
4204,82,10,'ТІадехунисеб_рахъ'
4205,73,10,'ТІасарищарал'
4206,84,10,'ТІасарищарал_сияхІ'
4207,70,10,'ТІохьол_баб'
4208,65,0,'ХIамзатил_Расул'
4209,86,1,'ХIамзатил_Расул'
4210,54,0,'Закам_жамагIат_(Закатала_район)'
4211,63,10,'ЛъикІал'
4212,65,0,'ЦIадаса_ХIамзат'
4214,50,0,'Uetersen'
4215,85,0,'Унго-унгояб_ГIисал_ГьатIан'
4216,94,0,'Сасикьа_ГIумарил_МухIамадил_ГIабдурахIим'
4217,79,0,'ХъахIабросолъа_МахIмуд'
4218,59,0,'Ункъо_ахлатI'
4219,60,10,'МацI+tr'
4220,61,10,'МацI+tkr'
4221,60,10,'МацI-ru'
4222,60,10,'Шаблон:МацӀ+ru'
4223,60,10,'МацI*ru'
4224,60,10,'МацI-os'
4225,60,10,'МацI+os'
4226,60,10,'МацI*os'
4227,61,10,'МацI+lez'
4228,60,10,'МацI-ka'
4229,60,10,'МацI+ka'
4230,60,10,'МацI*ka'
4231,60,10,'МацI-hy'
4232,60,10,'МацI+hy'
4233,60,10,'МацI*hy'
4234,60,10,'МацI-fa'
4235,60,10,'МацI+fa'
4236,60,10,'МацI*fa'
4237,60,10,'МацI-az'
4238,60,10,'МацI+az'
4239,60,10,'МацI*az'
4240,61,10,'ТIинчI'
4241,26,0,'Турк'
4242,52199,0,'Брейвик
4243,66,14,'Норвегиялъул_террористзаби'
4244,117,14,'Норвегиялъул_терроризм'
4245,54,14,'Норвегия'
4246,67,14,'Терроризм'
4247,77,0,'Андерс_Беринг_Брейвик'
4248,185,1,'МахІачхъала'
4249,7770,0,'Хъазахъистан'
4250,58,14,'Хъазахъистан'
4251,737,2,'Jaceksoci68'
4252,4388,0,'Чачанистан'
4253,44,0,'ХIаж'
4254,54,14,'ХӀаж'
4255,60,0,'НахIли_(сура)'
4256,58,0,'ТIа-гьа_(сура)'
4257,23798,0,'ГІарабал'
4258,1603,0,'ГІарабистан'
4259,161,10,'Lang-ar'
4260,136,10,'Lang-ar2'
4262,7790,2,'DEagleBot'
4263,6567,2,'Rezabot'
4265,61,2,'Skylight_555'
4267,65,0,'ХIуриет_(газета)'
4268,44,2,'HombreDHojalata'
4269,5021,0,'Ункъракь'
4270,52,0,'ГIарабал'
4272,69,0,'Къудукьа_МухIамад'
4273,8510,0,'ГІурусал'
4274,52,0,'ГIурусал'
4275,1556,0,'Татарал'
4276,1825,0,'Украинал'
4277,55,14,'Украина'
4278,2219,0,'Башкирал'
4279,1290,0,'Чувашал'
4280,5681,0,'ХІусенил_МухІаммад_Апанди'
4281,84,0,'ХIусенил_МухIаммад_Афанди'
4282,84,0,'ГӀуриса_ХӀусенил_МухӀаммад-афанди'
4283,2252,3,'Tsovas'
4284,3462,0,'ЧІикІаса_СагІид_апанди'
4285,78,0,'ЧIикIаса_СагIид_афанди'
4286,61,14,'ТӀарикъат'
4287,33,14,'Устарзаби'
4289,2023,0,'Эскимосал'
4290,39,14,'Эскимосал'
4291,661,0,'Инюпикал'
4292,54,14,'Канада'
4293,77,14,'Аляска'
4294,28,0,'Алютикал'
4295,606,0,'Супикал'
4296,1054,0,'Удмуртал'
4297,351,0,'Мокшаял'
4298,472,0,'Сетуял'
4299,55,14,'Эстония'
4300,1389,0,'Юпикал'
4301,1198,0,'Инуитал'
4302,52,0,'Инюпиакал'
4303,1116,0,'Канадаялъул_инуитал'
4304,73,0,'Канадалъул_инуитал'
4305,51,0,'Сиреникалъул_эскимосал'
4306,621,0,'Сиреникалъул_юпикал'
4307,508,0,'Науканалъул_юпикал'
4308,57,14,'Гренландия'
4309,530,0,'Гренландиялъул_инуитал'
4310,666,0,'Сибиралъул_юпикал'
4311,764,0,'Аляскаялъул_юпикал'
4312,781,0,'Нунивакалъул_чупикал'
4313,646,0,'Чупикал'
4314,896,0,'БакътӀерхьул_Канадаялъул_инуитал'
4315,923,0,'Бакъбаккул_Канадаялъул_инуитал'
4316,598,0,'Алеутал'
4317,328,0,'Малла_Насрудин'
4318,81,0,'МухIу_ГIалиев'
4319,60576,0,'ГӀалиев
4320,31913,0,'ГӀалиев
4321,329,0,'ИльхӀам_ГӀалиев'
4322,77,0,'Турциялъул_магIарулал'
4323,56,0,'Буртиялъ_жумхIурият'
4324,632,0,'Турциялъул_буртиял'
4325,445,0,'Маймалак'
4326,30,0,'Маймун'
4327,4401,2,'Lucia_Bot'
4328,2368,0,'Атнаял'
4329,877,0,'Дег-хитанал'
4330,2310,0,'Гвичинал'
4331,2137,0,'Коюконал'
4332,529,0,'КӀкӀингитал'
4333,36,0,'Тлингитал'
4334,784,0,'Холикачукал'
4335,627,0,'Эякал'
4336,674,0,'Цимшианал'
4337,1278,0,'Данезаял'
4338,975,0,'Хайдаял'
4339,617,0,'Ктунахаял'
4340,61,14,'Америкаялъул_Цолъарал_Штатал'
4341,559,0,'Криял'
4342,245,0,'Секаниял'
4343,944,0,'Цутинаял'
4344,30,0,'Сарсиял'
4345,449,0,'Денайинаял'
4346,523,0,'Ханал_(Аляскаялъул_миллат)'
4347,340,0,'Тагишал'
4348,246,0,'Талтанал'
4349,242,0,'Каскаял'
4350,417,0,'КӀкӀинчонал'
4351,36,0,'Догрибал'
4352,39,0,'Чипевьян'
4353,359,0,'Дене-сулинеял'
4354,429,0,'Дакеккал'
4355,445,0,'Чилкотинал'
4356,112,0,'Хупаял'
4357,602,0,'Кайова-апачеял'
4358,635,0,'Хикарийяял'
4359,550,0,'Липанал'
4360,717,0,'БакътӀерхьул_апачеял'
4361,874,0,'Навахоял'
4362,586,0,'Мескалероял'
4363,1861,0,'Апачеял'
4364,666,0,'Чирикауаял'
4365,481,0,'Алгонкинал_(миллатал)'
4366,303,0,'Алгонкинал_(миллат)'
4367,644,0,'Микмакал'
4368,289,0,'Наскапиял'
4369,705,0,'Канада'
4370,245,0,'Оттава'
